"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,PERSONS,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01011788,,701,,4,8,5,11,8,13,12,11,16,9,19,19,9,16,13,13,12,7,14,8,8,7,7,4,4,6,2,2,6,1,4,3,9,1,5,1,9,7,11,19,14,14,21,30,20,18,10,15,15,18,16,16,10,7,12,14,12,7,13,11,3,6,5,8,3,1,3,6,1,1,2,2,5,2,0,0,0,0,2,6,2,3,1,0,1,0,1,0,0,0,1
S01011789,,651,,8,2,4,4,2,10,7,8,6,5,7,7,6,8,11,15,4,13,5,9,6,3,1,8,10,5,8,6,11,2,5,4,5,4,1,6,7,5,4,9,11,13,13,14,8,11,6,13,13,9,8,9,7,10,7,8,8,14,10,6,10,12,15,13,18,10,11,13,7,6,7,5,7,10,6,6,8,4,3,6,2,4,2,5,3,0,1,2,0,1,5
S01011790,,"1,007",,8,10,12,12,18,19,17,14,15,9,11,15,19,18,17,11,19,18,15,16,15,9,10,14,10,15,11,8,12,16,13,19,15,11,15,7,9,12,18,22,13,20,16,9,22,13,11,21,12,10,16,15,15,11,17,16,11,17,11,8,10,15,15,10,17,5,7,14,9,8,6,9,4,6,4,6,6,2,2,2,4,1,1,2,0,1,0,0,0,0,3
S01011791,,734,,11,8,9,14,8,12,8,6,8,3,8,5,4,6,7,10,8,14,3,9,12,11,12,9,8,14,10,8,14,12,10,9,6,16,5,13,3,6,6,8,8,14,7,9,9,13,12,13,6,12,3,7,4,11,11,12,14,5,8,8,5,6,12,13,25,9,6,7,7,13,8,4,6,7,2,8,7,11,5,7,6,2,2,5,1,2,3,1,0,1,4
S01011792,,910,,13,7,7,5,7,9,6,3,8,5,6,7,8,5,10,3,3,9,10,4,12,9,8,4,8,3,13,12,7,13,13,12,18,3,9,11,14,12,12,14,8,12,11,12,7,20,15,7,12,8,8,6,12,11,16,12,11,16,21,10,8,9,11,12,17,10,17,16,11,12,13,16,15,11,12,10,11,9,14,11,9,18,9,9,10,6,5,4,3,4,11
S01011793,,684,,4,5,5,6,2,3,5,5,5,3,4,4,7,5,5,6,10,6,6,4,6,10,8,8,3,10,14,8,12,8,7,4,8,9,8,4,10,7,7,4,9,7,8,15,7,10,9,15,14,9,8,10,19,6,9,10,13,4,8,9,14,18,10,16,11,7,9,6,7,8,4,7,5,9,7,8,5,6,5,6,8,4,8,5,6,3,9,1,6,3,9
S01011794,,884,,11,15,12,4,15,9,11,17,6,9,12,14,14,12,7,9,13,10,7,15,10,4,7,12,5,4,14,10,9,17,7,13,9,11,12,17,15,14,19,8,16,13,9,12,16,12,7,11,16,14,9,8,11,12,11,9,10,10,17,11,11,20,14,16,10,8,9,13,17,10,14,9,6,12,4,2,5,7,4,2,1,1,3,4,2,3,0,2,0,0,2
S01011795,,616,,7,7,3,10,7,3,13,7,5,10,5,4,6,4,9,7,9,1,5,3,8,9,11,9,11,6,10,4,14,12,6,8,10,4,7,17,4,1,7,7,11,7,10,13,3,5,13,6,7,8,13,12,11,10,7,10,9,8,6,17,9,6,8,13,9,10,5,6,10,4,3,6,4,3,4,4,5,5,6,3,2,2,2,1,3,3,0,1,1,1,1
S01011796,,776,,5,12,11,5,11,16,12,11,6,13,7,10,17,13,17,6,9,11,14,6,13,12,12,5,13,15,10,15,10,5,15,6,10,10,11,11,5,12,12,7,10,14,16,10,13,16,16,9,11,11,12,5,5,10,11,14,4,7,9,6,3,14,12,5,5,9,8,5,6,3,6,4,4,10,5,5,4,2,7,3,2,4,2,2,4,4,2,2,2,2,0
S01011797,,"1,017",,7,7,10,9,12,7,8,11,6,4,8,15,11,10,18,12,15,18,11,24,10,16,15,12,10,7,10,7,6,2,7,7,9,12,6,9,9,6,11,9,11,24,12,18,24,22,19,22,20,16,24,26,23,17,23,22,15,17,21,12,10,7,17,13,17,13,16,10,11,11,7,7,8,3,10,7,8,4,3,9,4,2,6,5,1,6,2,3,3,1,2
S01011798,,546,,7,7,7,7,7,3,10,7,5,4,5,2,5,5,4,9,6,11,6,6,6,12,9,2,7,8,3,15,9,9,7,5,7,5,12,6,12,5,6,7,6,13,7,9,12,8,8,4,8,6,7,8,11,7,8,9,9,9,7,5,5,3,8,5,5,2,3,4,3,4,4,7,3,7,6,2,9,6,3,1,1,0,4,2,3,2,2,1,0,3,2
S01011799,,911,,7,2,10,4,11,12,7,10,10,8,12,10,9,11,15,17,12,10,17,12,11,10,10,10,12,7,4,9,5,12,7,9,7,4,12,10,13,12,11,9,16,16,9,12,16,15,12,8,9,15,12,13,21,11,11,9,23,17,13,8,11,10,15,28,29,14,15,19,14,7,9,8,11,2,8,8,9,6,5,4,2,3,4,3,1,0,1,0,0,3,6
S01011800,,518,,4,4,8,6,4,8,7,7,2,4,7,7,8,2,7,8,5,3,4,8,1,4,6,4,8,6,1,6,4,8,4,7,4,7,5,3,6,10,10,11,6,3,3,13,9,7,9,7,8,5,10,6,7,6,7,4,8,11,1,7,6,13,9,13,8,13,4,3,9,3,6,4,5,7,3,5,3,4,5,6,2,3,5,3,2,3,1,1,2,0,2
S01011801,,609,,12,10,9,7,14,9,14,7,10,13,11,10,10,10,2,7,6,9,4,14,8,11,9,9,7,6,10,6,9,11,10,9,13,5,8,4,8,5,6,6,5,13,7,15,4,7,9,10,13,2,8,6,5,7,9,3,7,11,8,8,2,11,11,6,8,6,7,6,5,4,5,7,4,6,0,1,1,1,0,3,2,2,1,0,1,0,0,1,0,0,3
S01011802,,710,,11,9,5,8,7,6,9,9,10,9,9,10,5,9,12,12,5,7,4,5,4,8,3,11,11,14,5,7,9,8,9,9,20,7,7,6,4,7,13,10,9,9,10,17,9,15,15,7,8,8,5,7,6,10,4,11,6,4,10,2,2,4,7,11,11,7,6,6,10,5,9,6,9,11,14,4,13,5,8,7,7,4,9,4,8,6,1,2,4,1,4
S01011803,,598,,7,1,4,13,10,7,7,10,6,7,5,12,6,10,9,13,10,9,9,14,9,6,11,4,1,1,4,6,4,2,7,7,9,3,7,8,5,9,4,3,3,4,6,10,10,13,12,11,16,21,6,11,17,10,9,11,9,4,11,9,5,2,10,8,4,5,6,6,7,5,5,1,9,9,4,4,3,3,2,4,3,1,2,0,2,2,0,0,0,1,3
S01011804,,758,,6,5,11,9,10,4,9,5,6,8,8,6,7,8,8,8,8,5,7,3,6,5,9,7,10,9,4,15,12,12,8,8,9,7,2,9,3,10,9,3,11,12,12,13,14,10,19,11,14,6,10,9,7,15,19,7,9,7,9,11,11,14,10,10,17,12,7,10,9,13,6,8,6,9,3,5,10,9,3,5,3,2,3,7,3,6,6,2,4,3,19
S01011805,,536,,1,1,3,2,3,1,3,3,5,5,1,3,5,4,10,8,11,10,6,6,7,3,3,12,3,13,10,6,5,8,9,5,3,4,3,4,5,3,10,4,12,6,11,11,9,9,10,7,7,7,9,7,8,11,3,6,10,12,7,6,10,6,7,8,7,9,11,12,5,7,5,7,3,7,3,2,5,7,2,5,5,5,3,4,1,2,3,0,0,5,1
S01011806,,761,,7,14,6,7,6,10,6,4,9,9,10,8,12,5,11,12,10,10,5,3,5,9,10,6,9,5,9,7,4,7,7,7,8,6,6,8,4,8,7,15,5,10,10,11,25,18,12,5,7,13,14,15,10,6,10,8,13,5,13,12,11,8,12,11,14,15,11,11,12,8,8,13,10,12,5,7,7,4,4,7,7,6,5,1,2,6,1,1,3,2,4
S01011807,,"1,103",,10,11,4,10,5,12,6,7,9,7,12,13,16,18,14,21,17,16,17,9,11,7,7,13,11,4,13,6,12,9,5,8,8,6,4,8,8,8,13,10,15,8,12,20,12,22,19,18,20,26,20,26,18,21,23,15,16,20,19,13,26,19,15,21,13,21,13,14,15,14,13,26,8,16,14,8,9,6,12,7,5,5,6,3,2,3,3,4,1,2,11
S01011808,,633,,5,8,6,12,3,6,4,5,8,5,3,10,10,7,5,5,11,10,13,10,9,8,4,8,8,6,11,6,11,6,7,8,6,4,1,1,4,3,10,10,14,11,4,14,15,9,11,9,14,8,10,12,11,5,7,4,6,9,7,9,8,6,4,8,11,7,7,3,9,6,3,9,4,8,9,7,3,9,5,4,7,7,4,0,6,3,2,2,0,3,3
S01011809,,722,,5,6,8,4,8,8,9,10,4,8,9,11,11,5,11,9,8,7,8,8,10,10,7,2,7,1,6,3,2,3,6,7,3,9,6,8,7,16,13,6,9,8,12,18,8,12,9,13,15,22,8,7,16,12,11,15,8,15,8,14,11,9,21,10,14,11,8,9,12,9,6,12,4,7,11,5,2,3,6,2,0,3,1,5,2,4,1,2,1,0,2
S01011810,,959,,15,6,13,8,9,12,11,8,8,8,10,9,7,8,17,14,13,10,4,7,7,4,8,9,6,14,12,9,7,9,9,9,12,7,11,13,7,8,14,13,15,18,7,9,21,18,14,14,12,16,11,10,17,13,25,16,12,17,24,8,11,17,12,28,25,8,14,14,14,13,7,9,7,15,6,3,9,8,7,3,13,6,6,2,1,4,0,1,0,5,9
S01011811,,"1,058",,9,13,15,14,12,13,15,10,12,15,6,18,21,8,22,6,6,11,8,11,6,9,3,9,11,10,13,4,18,6,12,12,9,13,8,15,13,10,16,16,10,12,16,14,24,16,13,22,25,16,8,17,16,14,20,14,15,12,16,25,19,13,13,9,19,12,13,12,15,17,11,16,18,3,11,8,7,6,4,7,7,13,7,2,3,1,3,2,0,2,2
S01011812,,683,,10,6,7,7,8,8,9,5,8,11,5,3,6,12,7,12,12,10,8,6,6,4,2,4,5,4,6,5,3,6,4,11,5,1,8,6,8,8,8,5,7,12,6,13,12,18,13,8,11,10,12,18,8,13,13,19,8,13,12,15,11,8,11,15,14,8,5,6,4,4,3,8,11,7,4,5,7,4,3,2,3,4,2,4,5,2,1,1,2,3,6
S01011813,,770,,7,9,11,9,9,11,9,7,8,7,8,12,10,13,5,6,10,7,17,9,10,11,7,10,6,14,3,7,8,7,4,7,13,6,9,9,12,5,12,11,17,13,12,17,13,6,14,22,9,9,12,10,7,10,10,20,18,15,3,12,5,7,11,12,7,7,7,8,9,7,11,11,5,6,6,3,4,3,5,4,3,5,2,3,1,3,5,1,1,1,3
S01011814,,719,,6,9,6,11,9,8,13,8,8,15,11,7,8,9,6,13,15,6,11,4,5,6,6,4,4,1,3,7,5,7,6,5,4,7,7,6,3,5,8,10,22,12,11,14,14,13,16,12,14,11,13,17,5,9,15,16,12,6,10,7,11,5,8,7,8,9,13,11,10,9,6,9,4,6,6,10,3,2,2,4,7,1,6,3,0,1,3,3,2,2,7
S01011815,,826,,13,16,11,22,12,10,12,12,16,10,10,8,15,11,14,7,14,12,11,13,12,7,6,9,11,10,8,4,11,9,21,12,11,16,9,10,11,9,11,17,9,15,10,15,8,14,11,6,16,15,15,6,11,9,10,4,8,8,10,9,9,9,10,11,7,11,9,5,8,4,7,6,4,7,8,8,6,3,0,2,2,4,3,2,3,2,0,0,1,1,2
S01011816,,661,,12,2,6,4,10,5,7,12,7,4,8,1,8,6,12,11,7,14,6,11,7,6,3,3,6,4,10,4,6,5,4,5,2,9,9,3,11,8,7,6,7,16,6,6,15,14,21,11,12,6,10,14,16,13,11,9,9,8,13,11,11,3,13,10,15,4,11,6,7,7,8,2,5,4,2,10,5,3,5,2,2,5,4,4,2,1,3,1,0,1,6
S01011817,,718,,10,7,7,6,10,10,10,8,5,7,3,5,10,11,7,13,15,13,5,7,10,12,9,5,4,6,3,5,5,8,7,9,9,10,10,7,2,9,16,5,15,18,17,13,18,8,15,11,11,12,13,8,7,6,13,9,8,6,7,13,13,19,11,7,8,7,6,4,13,9,6,8,6,5,3,6,3,4,6,3,1,6,2,0,3,3,0,5,2,0,1
S01011818,,"1,095",,8,11,13,8,15,15,10,11,14,19,10,13,14,15,16,11,13,17,18,12,10,16,3,18,14,6,13,6,10,10,12,9,17,10,8,16,17,15,8,15,17,18,26,15,10,19,11,17,23,18,21,13,14,12,16,17,14,21,16,17,13,10,16,9,10,8,18,16,10,12,6,13,6,13,9,7,7,6,8,10,4,10,7,7,5,7,4,4,2,3,4
S01011819,,836,,4,10,7,7,5,8,6,4,10,3,1,3,7,8,9,13,11,11,9,6,6,13,20,18,18,16,14,9,16,7,10,6,9,7,11,6,13,6,12,16,15,9,12,6,18,9,19,12,19,8,12,11,13,13,7,16,8,5,13,10,13,10,13,13,13,10,7,11,14,11,13,11,14,3,3,8,5,7,4,5,5,2,4,5,3,5,3,1,0,1,9
S01011820,,808,,9,7,10,8,15,6,12,12,11,3,5,9,9,6,13,3,9,27,13,4,10,15,9,7,11,16,11,9,10,12,6,5,10,4,10,10,11,13,7,6,5,15,6,13,9,5,20,13,14,9,12,8,10,5,3,9,5,9,9,10,5,6,9,7,6,9,9,9,9,7,4,13,9,5,4,6,8,4,3,3,6,6,4,10,9,5,8,7,9,8,29
S01011821,,438,,7,3,8,5,2,4,4,5,6,5,5,4,4,3,7,8,6,7,12,10,8,8,11,4,11,10,7,8,3,5,11,3,6,7,4,4,11,8,9,11,6,7,5,8,3,11,9,5,13,4,2,3,6,3,2,2,4,3,4,1,0,2,4,5,7,3,1,4,2,5,6,5,3,1,5,1,1,6,2,2,0,1,1,1,0,1,1,0,0,0,3
S01011822,,692,,13,8,8,3,4,4,4,2,6,4,8,8,3,2,7,6,4,8,13,14,7,15,16,23,24,15,15,10,16,20,9,14,9,4,4,8,9,8,10,15,4,5,8,3,9,13,6,7,8,6,11,10,7,2,9,5,7,5,10,4,9,10,7,6,5,8,9,9,4,8,6,5,7,4,5,4,9,4,4,5,4,6,3,4,5,5,5,1,2,1,9
S01011823,,595,,7,3,5,6,13,4,5,4,6,2,8,7,4,10,10,7,13,6,5,8,10,5,5,6,1,9,13,5,5,6,8,5,6,5,9,6,7,3,9,10,2,11,7,4,9,6,9,15,11,8,13,7,9,12,8,9,12,9,9,6,9,2,7,10,10,6,5,5,10,12,4,8,6,6,3,3,5,4,2,8,5,7,5,2,1,0,1,2,0,1,4
S01011824,,708,,10,4,12,11,12,10,10,10,4,10,8,12,8,14,9,8,8,9,12,8,13,12,8,9,14,9,9,9,4,13,10,11,10,15,7,9,12,8,10,9,7,10,8,11,5,9,9,5,9,11,9,13,10,9,9,10,11,16,8,5,10,7,13,10,11,8,3,6,5,3,4,8,5,5,5,0,0,3,4,4,2,4,2,5,2,1,1,3,0,0,0
S01011825,,534,,5,2,4,9,3,6,3,4,2,5,2,4,10,5,3,5,10,5,7,8,9,10,7,6,8,4,7,5,11,3,10,7,8,3,5,6,2,7,4,7,10,5,10,11,5,8,11,6,8,9,7,7,4,6,6,7,3,1,8,14,11,8,8,8,8,5,8,6,6,8,3,7,5,7,7,6,2,6,5,2,4,2,3,5,3,0,3,2,2,1,6
S01011826,,648,,9,7,10,3,4,5,6,4,6,8,7,5,4,6,5,7,11,9,7,10,7,16,14,14,9,8,6,4,8,9,9,7,9,12,7,8,10,10,7,3,7,14,12,9,11,14,11,8,4,5,13,7,10,12,14,8,7,8,6,6,9,10,7,5,12,5,5,3,8,6,7,5,8,5,1,6,4,5,7,4,3,3,5,2,1,0,4,1,3,3,5
S01011827,,521,,2,6,2,2,4,2,3,1,4,5,3,2,4,4,3,8,2,5,2,3,1,1,3,2,7,0,3,4,2,4,2,0,1,5,3,4,10,4,3,4,6,5,8,3,8,14,4,11,5,5,5,5,7,12,12,9,13,15,14,5,13,7,14,12,17,7,16,11,17,11,3,9,9,13,10,6,12,7,2,3,2,3,5,1,1,0,3,3,1,3,4
S01011828,,890,,13,12,11,10,14,11,14,10,6,3,6,4,7,4,9,8,9,13,5,5,11,11,6,8,7,10,9,6,9,4,4,9,11,8,8,5,11,3,13,9,6,10,8,14,12,16,16,17,21,20,15,21,20,8,17,14,12,11,14,9,12,16,18,11,20,22,10,16,10,20,10,13,10,8,5,10,6,5,2,8,3,9,6,3,8,2,1,2,0,2,5
S01011829,,406,,4,3,3,1,4,0,1,3,1,1,0,4,10,6,5,8,3,3,3,3,4,4,2,2,2,3,3,9,7,4,3,7,6,5,3,0,6,4,6,5,9,3,4,6,8,6,5,5,6,14,7,5,5,6,6,7,8,5,14,7,8,8,6,4,10,6,5,8,3,7,3,5,2,3,5,3,8,4,5,1,3,2,1,1,0,2,0,3,2,0,1
S01011830,,590,,4,5,5,8,4,4,10,7,7,8,5,7,5,6,4,8,6,3,4,2,4,3,2,1,2,4,3,7,3,6,3,4,10,10,6,4,6,5,8,10,5,8,7,10,12,12,8,4,8,4,10,12,6,12,10,10,15,5,8,7,14,10,19,14,13,7,7,14,6,13,7,8,8,7,11,7,4,3,2,6,3,2,1,3,2,1,3,2,1,1,5
S01011831,,916,,4,3,9,5,5,10,6,12,5,10,15,13,16,11,15,18,15,10,10,6,7,1,4,2,7,3,4,4,3,2,4,9,10,5,5,3,10,7,11,11,8,12,13,18,13,20,13,11,13,9,9,18,10,12,18,13,16,16,14,15,19,14,21,20,23,19,12,16,20,19,15,10,18,14,6,6,12,13,7,7,5,5,7,6,4,4,3,2,1,2,5
S01011832,,836,,5,8,12,12,8,11,5,3,2,4,6,5,7,2,13,10,14,4,12,10,4,6,14,6,10,2,9,5,5,6,6,8,8,8,7,4,4,10,4,2,11,4,5,12,18,18,13,19,11,13,18,13,23,15,15,16,13,19,13,9,7,16,13,10,16,8,10,20,15,14,9,12,14,13,11,3,9,8,7,4,4,11,6,5,5,8,3,1,4,3,8
S01011833,,"1,009",,9,7,8,6,9,11,12,9,9,20,21,16,13,14,23,25,14,20,14,12,9,4,8,8,6,5,5,4,10,4,5,6,6,2,7,7,5,11,12,11,8,16,16,12,19,18,18,11,19,26,25,12,22,23,19,23,9,15,17,11,13,11,16,14,14,11,8,16,14,11,10,7,13,5,7,5,12,6,10,10,6,6,5,2,7,4,2,4,2,2,10
S01011834,,511,,3,8,13,9,10,9,9,2,8,6,9,8,9,7,11,5,12,8,2,2,2,1,5,0,3,1,1,0,2,0,1,3,3,6,2,5,7,12,8,7,13,10,7,14,9,14,10,13,15,10,12,8,7,4,7,7,3,7,10,8,5,7,7,8,9,3,5,8,5,2,2,6,3,1,1,3,5,3,6,1,1,1,4,2,4,0,0,0,0,0,2
S01011835,,692,,6,6,5,8,5,5,8,8,15,7,9,13,12,12,13,5,6,8,2,3,8,1,4,7,3,6,2,2,1,5,1,5,6,5,5,3,7,13,12,7,16,17,14,16,13,21,14,12,13,12,10,16,9,13,21,14,12,13,14,9,12,12,9,17,10,10,4,8,10,8,2,6,3,4,5,4,5,4,5,5,5,1,0,1,2,1,1,0,0,0,0
S01011836,,761,,5,4,6,5,3,9,10,2,11,11,6,6,4,3,4,12,12,10,9,12,9,5,4,5,6,3,4,4,4,3,6,2,3,4,5,5,6,7,8,10,4,8,7,16,16,10,15,12,10,22,10,6,11,19,15,24,15,12,27,18,20,17,10,15,17,11,9,6,12,14,13,12,21,5,6,6,9,2,3,8,4,3,3,0,3,0,4,1,1,1,1
S01011837,,668,,2,3,2,9,4,5,6,5,6,4,18,6,10,2,7,10,12,3,15,7,6,3,4,3,2,2,4,2,1,2,3,2,2,1,7,7,8,2,11,10,12,6,10,16,13,11,16,11,16,10,15,13,13,10,13,14,12,17,12,15,7,11,11,9,16,5,12,10,6,6,8,6,6,7,13,7,2,5,8,5,2,6,0,0,3,4,1,3,1,0,15
S01011838,,837,,9,5,7,2,4,7,9,9,5,10,9,15,10,10,8,14,10,17,13,5,10,3,9,5,11,7,6,6,10,1,6,6,4,6,3,5,6,7,6,6,11,17,13,15,18,21,20,17,9,14,19,12,13,20,15,9,6,15,15,7,9,17,12,26,11,16,13,7,16,14,4,17,11,13,8,5,3,3,7,3,6,2,4,4,2,3,4,3,2,1,4
S01011839,,958,,11,10,8,5,11,3,9,7,10,11,8,7,5,8,8,11,14,10,11,12,7,10,12,11,5,10,9,14,5,9,13,9,9,8,6,10,9,7,6,17,8,13,11,18,16,16,12,15,12,14,22,17,17,19,19,18,15,10,7,13,19,15,20,20,19,16,12,19,11,8,6,8,15,12,12,8,9,12,2,6,9,6,7,6,6,6,3,1,0,1,7
S01011840,,998,,12,7,9,10,9,12,20,19,11,11,13,21,12,13,13,24,19,15,8,5,13,2,10,12,7,8,3,16,11,7,11,7,10,3,9,7,12,11,7,9,11,19,20,19,17,14,15,20,18,25,14,12,6,24,28,18,13,12,17,20,15,13,17,14,19,7,10,13,8,8,6,11,12,6,8,9,3,2,3,6,0,5,3,1,5,0,5,2,4,0,3
S01011841,,937,,7,7,10,10,19,5,15,8,9,14,19,12,10,21,12,20,4,13,9,11,11,8,3,12,13,13,7,7,10,2,11,12,4,5,8,13,16,10,10,9,13,15,12,18,15,15,14,16,17,13,17,15,23,13,7,11,10,15,10,14,13,9,9,9,12,13,11,12,11,10,13,12,11,7,2,13,2,3,11,11,6,10,5,3,2,3,4,1,3,1,3
S01011842,,956,,8,7,8,9,13,13,11,9,11,5,8,13,9,17,13,10,10,15,12,7,9,10,13,10,7,13,10,7,7,14,5,10,7,14,5,7,4,5,11,19,13,13,16,12,16,15,14,10,18,19,19,12,15,16,12,12,16,12,15,8,12,10,10,20,16,14,19,13,8,13,11,14,10,10,5,14,7,5,1,5,12,6,8,8,3,3,6,2,3,3,7
S01011843,,992,,8,8,12,11,8,12,8,11,13,10,13,12,9,12,17,16,17,12,8,8,4,7,5,5,4,3,7,4,3,5,7,5,3,7,6,11,10,8,12,10,17,13,24,27,15,18,22,19,16,12,19,13,18,25,25,21,14,11,17,22,28,12,12,15,20,16,12,15,12,17,10,7,13,14,7,7,12,6,4,4,6,3,4,5,1,1,1,3,0,4,2
S01011844,,783,,9,5,8,10,12,8,9,12,16,19,12,16,14,9,8,10,6,14,12,10,6,4,3,2,1,4,6,4,2,2,0,1,4,7,3,8,9,9,9,14,7,16,15,20,17,18,15,19,12,17,13,8,8,8,13,6,8,10,13,9,6,7,4,6,7,9,5,15,12,7,5,12,10,5,8,8,2,6,5,5,6,6,8,3,7,10,4,6,4,4,12
S01011845,,861,,11,11,17,11,8,11,9,5,17,13,12,15,13,10,16,7,9,11,13,6,8,3,7,12,6,8,7,4,3,9,10,10,10,6,11,8,16,16,8,10,10,12,13,15,12,13,14,18,12,11,8,8,14,12,6,10,8,9,16,13,11,10,14,9,11,10,12,13,10,17,9,5,12,13,13,5,8,6,8,4,4,3,4,4,2,1,4,4,0,1,3
S01011846,,872,,6,9,7,9,8,7,9,7,10,9,9,10,12,16,7,11,10,18,5,9,9,7,5,7,9,3,7,7,5,4,6,7,8,6,10,5,7,10,5,12,12,13,10,24,17,13,18,11,17,15,11,11,15,17,16,11,19,18,12,15,16,18,14,16,12,13,16,10,10,14,8,10,6,5,4,10,12,12,4,4,6,6,2,6,5,4,1,2,2,1,1
S01011847,,434,,3,0,5,0,3,6,5,9,6,5,5,5,9,10,6,6,4,3,4,1,4,2,2,2,2,2,3,4,2,4,1,0,7,1,3,0,6,7,9,5,4,7,8,7,11,6,8,16,12,10,7,10,9,6,5,11,5,6,4,5,6,11,5,15,6,11,9,6,5,7,2,7,4,7,0,0,4,1,1,0,1,1,1,0,2,1,1,0,0,0,2
S01011848,,723,,7,6,5,5,10,9,12,10,13,12,12,8,6,12,8,4,11,5,5,6,6,8,3,2,5,8,5,6,9,3,2,5,6,12,9,6,11,11,8,5,11,11,12,14,22,6,11,9,13,7,4,16,10,5,11,13,5,6,10,12,10,11,21,11,17,11,18,12,7,5,13,12,6,5,6,7,15,7,2,9,0,1,2,3,1,0,3,0,3,0,1
S01011849,,819,,8,15,6,12,12,12,7,8,11,11,15,14,6,6,9,14,4,10,13,5,9,6,5,6,6,10,8,9,11,9,11,12,11,8,4,13,9,10,12,13,16,13,15,19,15,16,7,13,9,16,15,11,17,13,11,10,16,9,12,11,13,10,11,6,7,12,8,6,11,7,5,8,7,7,2,10,4,12,5,6,6,2,1,2,1,1,1,0,1,1,2
S01011850,,718,,3,4,8,11,6,3,9,7,7,11,5,11,9,8,5,8,8,7,3,9,12,9,6,7,8,6,2,6,10,4,2,7,8,6,13,7,5,7,8,9,13,13,12,12,15,16,12,16,12,15,13,9,7,12,8,10,8,7,8,11,14,9,14,12,15,13,14,11,9,8,7,5,7,2,6,5,7,3,7,5,4,3,8,2,2,8,1,1,0,1,2
S01011851,,917,,14,7,8,13,5,9,21,8,7,12,10,9,10,16,14,7,9,14,13,10,14,7,7,5,8,11,7,8,9,5,10,5,7,11,11,10,9,13,4,9,11,9,19,27,14,21,16,16,16,13,19,11,9,14,7,3,13,20,13,9,15,16,11,15,16,10,10,5,9,14,6,5,6,11,7,4,5,10,8,8,8,3,7,2,1,5,2,3,5,3,21
S01011852,,"1,009",,11,11,9,8,12,9,14,11,12,9,9,12,12,12,6,6,11,10,8,14,9,11,12,15,16,7,20,13,19,11,11,10,2,6,9,8,7,5,14,7,14,14,15,17,16,15,20,19,13,16,12,11,13,9,12,14,9,17,11,10,9,14,17,8,14,11,6,12,12,4,11,8,14,7,14,7,8,7,13,10,4,8,16,7,10,11,9,11,7,7,18
S01011853,,711,,5,7,10,6,8,7,11,19,4,11,4,8,7,8,13,9,12,14,8,8,8,3,10,9,5,7,6,11,8,5,8,11,10,5,11,8,9,9,8,16,9,13,12,11,11,8,11,7,11,15,8,8,15,10,14,15,5,7,6,4,8,13,5,11,8,6,6,3,9,6,8,7,13,9,6,7,7,2,2,1,6,0,4,2,3,1,3,1,2,3,3
S01011854,,791,,5,5,4,4,3,5,5,7,3,6,6,6,7,12,8,14,10,6,5,4,13,10,6,4,7,3,9,11,8,9,7,4,6,8,4,6,8,5,4,6,11,6,7,6,8,13,6,10,7,11,16,9,6,9,8,12,19,13,11,9,9,15,12,15,18,8,5,14,11,19,11,11,15,11,11,7,11,6,8,6,11,11,7,13,15,5,1,7,6,6,26
S01011855,,838,,5,10,7,17,2,5,13,5,2,8,5,11,9,11,14,16,9,8,8,14,16,16,7,11,6,8,12,7,7,8,12,5,6,7,5,6,6,10,6,10,7,16,11,15,7,22,15,12,13,12,15,14,14,9,11,9,10,13,19,4,8,7,11,12,11,8,19,4,13,14,7,4,6,12,11,7,8,11,9,7,7,7,6,5,6,4,4,1,5,3,3
