"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area, and council area: 30 June 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Area Name,Council Area,All ages,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,,,,,,
,,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+,,
S01013205,IZ13 - 07,West Dunbartonshire,561,,7,6,6,12,8,11,2,13,12,1,9,11,11,7,15,5,13,14,14,9,7,10,15,10,2,4,1,7,4,12,4,6,13,5,3,11,7,3,10,5,4,2,5,4,7,5,1,8,5,11,4,12,8,5,8,10,7,4,3,8,5,12,6,6,5,4,7,12,3,2,7,3,7,3,3,2,2,0,2,5,4,2,0,4,0,3,0,2,0,1,3,,
S01013206,IZ13 - 08,West Dunbartonshire,577,,5,6,3,5,8,8,10,3,8,9,8,3,6,2,3,7,7,3,7,4,9,9,9,8,13,5,5,12,6,5,13,13,8,4,7,6,8,3,6,5,11,11,6,9,8,3,7,12,6,5,2,6,13,13,11,8,9,8,9,6,13,8,5,11,8,4,7,8,3,17,5,7,2,3,5,1,4,6,4,4,6,2,1,0,1,3,0,0,0,2,5,,
S01013207,IZ14 - 01,West Dunbartonshire,957,,10,15,11,9,16,15,15,17,9,16,17,10,16,10,6,10,7,5,6,12,7,6,11,10,10,16,20,13,11,22,13,16,12,18,8,24,17,11,10,10,7,13,11,7,11,16,16,13,11,14,4,7,19,17,17,14,11,12,6,12,8,14,13,18,9,14,16,12,11,9,6,8,14,8,3,6,7,5,5,1,5,5,7,6,1,4,2,3,0,0,2,,
S01013208,IZ14 - 02,West Dunbartonshire,914,,9,10,4,6,10,13,10,14,12,8,19,13,10,10,12,4,10,8,14,7,18,14,11,15,8,17,10,15,14,11,18,13,5,10,8,0,9,10,15,14,5,5,15,18,10,12,11,17,19,16,20,20,21,13,15,15,16,13,12,11,10,18,8,8,8,8,10,13,20,8,13,7,5,10,5,5,4,3,7,5,5,0,2,3,0,3,1,2,0,0,1,,
S01013209,IZ14 - 03,West Dunbartonshire,800,,9,7,8,4,5,8,6,4,16,5,10,7,3,5,8,2,8,8,8,7,10,6,9,13,6,14,14,4,15,7,7,19,19,11,1,11,12,3,10,6,5,9,9,12,13,11,11,9,10,13,15,11,18,6,18,9,14,13,14,12,15,13,10,14,11,10,8,13,14,6,22,13,6,9,4,4,4,1,4,8,10,4,10,4,4,1,4,0,3,2,2,,
S01013210,IZ14 - 04,West Dunbartonshire,542,,4,1,3,2,3,5,8,4,2,9,5,9,10,7,9,1,7,6,4,3,4,5,8,6,11,5,3,4,7,0,7,5,0,10,7,0,3,0,1,9,8,2,3,4,7,10,0,9,7,14,13,6,14,8,10,11,14,8,8,12,5,20,11,6,10,7,13,5,5,10,11,8,4,7,7,5,5,3,10,2,4,5,2,1,1,0,1,3,1,0,5,,
S01013211,IZ14 - 05,West Dunbartonshire,811,,6,2,2,0,7,9,0,6,2,10,0,7,8,4,6,7,5,11,11,16,8,14,12,4,10,15,13,10,9,13,12,11,8,3,10,5,12,15,11,7,4,10,4,11,16,6,12,21,14,9,12,13,14,13,13,21,19,13,13,12,26,17,15,19,14,11,6,8,12,15,8,12,4,6,7,7,1,8,8,6,4,1,5,3,4,1,1,4,1,1,5,,
S01013212,IZ14 - 06,West Dunbartonshire,528,,6,4,6,6,7,4,3,5,4,2,8,3,6,3,6,5,6,6,10,7,9,14,11,12,12,9,10,6,1,2,5,7,2,5,6,5,8,8,4,4,2,8,9,4,2,4,4,7,9,8,9,7,12,17,20,18,9,15,13,9,6,9,17,14,6,6,7,10,2,4,4,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,,
S01013213,IZ14 - 07,West Dunbartonshire,542,,4,2,3,4,4,3,7,4,2,8,4,9,8,8,3,4,6,8,8,4,4,8,12,22,1,10,5,8,5,4,3,5,5,8,0,2,5,10,6,6,5,6,6,4,9,2,7,13,6,7,13,12,16,16,11,12,11,14,10,17,6,9,12,3,9,7,6,7,2,10,8,3,5,2,3,5,3,0,2,2,0,3,0,3,0,1,1,0,0,1,0,,
S01013214,IZ15 - 01,West Dunbartonshire,418,,3,8,0,3,2,2,1,7,4,3,4,3,2,6,3,10,1,8,5,5,8,1,4,6,10,9,5,10,6,3,8,1,2,4,0,7,3,6,3,3,10,6,4,5,9,9,8,11,6,9,14,15,7,12,10,11,8,6,3,9,2,4,2,5,6,4,5,7,2,3,1,1,2,2,4,2,2,3,0,3,1,0,0,0,1,0,1,1,0,2,1,,
S01013215,IZ15 - 02,West Dunbartonshire,"1,001",,17,18,22,15,18,25,10,17,9,12,12,4,10,8,13,2,10,8,8,9,8,11,4,10,12,13,16,25,21,24,18,20,18,19,16,15,16,14,18,10,11,16,13,16,14,13,13,9,12,20,7,10,17,14,23,18,13,14,18,15,10,13,11,10,9,8,4,8,6,8,7,9,8,5,8,5,7,5,4,7,1,2,0,1,0,0,2,0,1,1,0,,
S01013216,IZ15 - 03,West Dunbartonshire,533,,8,3,7,12,9,5,10,11,11,8,10,6,6,7,4,9,5,6,4,9,7,13,10,9,8,13,6,3,6,2,6,9,3,2,13,10,4,7,5,8,10,9,8,7,9,4,8,6,5,4,5,3,3,9,8,5,6,9,5,5,8,7,3,5,9,9,9,7,7,8,9,4,5,4,2,3,1,1,0,1,2,0,1,1,2,1,0,0,0,0,2,,
S01013217,IZ15 - 04,West Dunbartonshire,628,,8,7,7,12,8,6,8,7,10,6,9,9,6,6,6,9,6,4,8,4,13,3,12,4,8,10,13,9,5,13,7,13,8,5,14,5,14,5,10,0,4,0,4,9,11,2,8,7,10,6,5,8,9,9,13,14,5,13,15,9,11,6,8,13,10,7,6,7,8,6,10,7,7,6,4,6,4,1,5,2,2,2,2,2,1,2,1,0,1,1,2,,
S01013218,IZ15 - 05,West Dunbartonshire,589,,9,10,13,14,10,7,20,16,6,5,8,7,15,4,13,4,5,3,5,5,4,2,6,11,6,20,11,8,13,18,8,6,11,12,11,11,5,3,5,10,6,7,5,8,2,5,8,4,9,9,9,9,2,11,17,7,7,4,5,4,5,3,6,2,8,11,4,8,3,3,3,6,4,4,3,3,2,4,2,1,2,0,2,0,0,0,2,0,0,0,0,,
S01013219,IZ15 - 06,West Dunbartonshire,481,,5,3,12,9,13,8,3,2,11,12,7,6,6,3,3,3,6,4,3,2,6,6,5,5,7,7,11,4,7,4,7,12,5,1,8,9,8,10,8,1,6,0,3,3,3,4,7,0,8,4,5,10,6,10,10,13,4,3,7,5,8,12,10,3,8,6,8,9,9,8,6,4,3,6,1,3,0,3,2,1,2,0,0,0,2,1,0,1,0,1,1,,
S01013220,IZ15 - 07,West Dunbartonshire,666,,7,9,5,8,11,8,14,4,14,20,12,15,8,8,7,6,11,11,15,13,10,8,1,6,13,9,4,14,11,13,5,13,10,8,5,10,7,4,3,14,7,8,4,3,13,8,8,8,6,13,12,15,5,14,6,3,1,6,5,4,2,2,4,9,5,8,6,7,1,8,5,5,5,6,10,5,10,7,4,6,6,5,0,1,5,2,2,2,1,1,3,,
S01013221,IZ15 - 08,West Dunbartonshire,855,,9,7,10,11,5,15,11,5,15,14,8,12,10,11,10,16,7,9,11,13,11,9,15,10,15,10,8,8,7,10,5,13,9,5,9,14,10,15,10,16,8,10,8,12,17,13,10,11,13,12,9,14,7,9,12,19,15,10,17,7,9,11,7,10,13,8,6,10,10,12,14,9,6,6,13,7,5,5,9,9,6,1,4,1,1,2,1,3,2,2,2,,
S01013222,IZ15 - 09,West Dunbartonshire,625,,8,10,6,10,8,9,14,8,8,9,14,7,7,8,7,10,7,3,7,8,8,8,2,7,7,7,11,9,7,1,9,5,6,6,10,16,11,9,3,7,2,6,3,7,11,12,12,5,7,8,7,14,12,6,6,0,6,7,8,7,6,15,10,7,5,13,7,8,8,10,12,3,3,3,4,0,5,5,8,1,5,4,5,1,4,2,1,2,2,0,3,,
S01013223,IZ16 - 01,West Dunbartonshire,"1,245",,20,19,14,25,21,12,20,14,18,3,14,11,12,5,8,5,9,13,8,13,15,10,11,16,17,16,14,21,10,25,23,18,18,21,15,17,2,11,19,11,19,9,14,10,19,10,24,15,12,21,24,13,11,16,16,17,19,16,10,9,9,14,13,9,18,6,6,11,12,19,17,11,12,14,16,16,13,14,10,13,16,22,11,9,15,11,5,8,6,4,7,,
S01013224,IZ16 - 02,West Dunbartonshire,757,,3,4,4,11,4,20,9,12,13,12,8,5,8,6,8,11,2,12,6,10,4,15,7,14,5,7,15,5,2,9,6,9,11,13,6,22,10,3,5,7,3,10,13,8,7,13,16,10,16,11,9,24,11,24,15,10,14,13,14,10,14,10,14,9,13,10,10,15,5,8,9,1,3,3,0,3,6,1,5,2,5,2,5,0,1,3,1,0,2,0,3,,
S01013225,IZ16 - 03,West Dunbartonshire,802,,6,12,16,10,9,21,6,14,13,9,20,12,18,17,17,11,12,13,15,13,13,7,8,4,4,6,2,9,16,6,3,9,8,5,9,5,12,12,8,9,6,11,7,12,8,12,16,11,19,19,12,13,11,13,12,7,11,14,14,4,7,12,3,9,9,12,9,7,9,8,8,4,5,8,2,5,1,3,6,3,3,1,1,1,4,2,1,0,3,1,4,,
S01013226,IZ16 - 04,West Dunbartonshire,483,,6,6,9,6,6,11,9,3,6,6,4,5,5,8,3,3,5,2,6,2,6,6,7,2,6,3,8,6,11,5,2,4,1,5,6,8,10,11,2,12,7,5,2,16,3,8,13,13,11,12,7,12,10,9,8,2,4,7,4,4,4,4,8,9,3,2,7,8,9,8,4,3,2,4,0,0,2,3,3,0,1,2,1,2,1,2,0,0,1,1,0,,
S01013227,IZ16 - 05,West Dunbartonshire,841,,11,10,11,12,8,11,11,4,13,5,11,8,2,14,10,4,8,9,11,5,12,11,19,19,10,10,13,17,10,10,5,16,9,13,9,8,14,12,10,3,14,5,9,8,5,7,18,4,11,6,8,7,13,13,16,10,13,7,10,7,5,9,11,6,13,6,10,2,7,5,10,5,8,5,6,7,6,8,7,7,6,12,6,11,10,6,6,6,6,3,27,,
S01013228,IZ17 - 01,West Dunbartonshire,732,,4,8,8,7,12,10,2,12,9,4,4,8,6,12,4,5,2,18,6,6,7,7,6,9,6,3,11,12,21,17,5,6,7,3,20,11,13,9,11,11,12,17,13,5,9,8,13,18,8,7,11,8,14,7,21,7,12,6,8,12,8,7,12,14,11,6,10,7,10,8,7,8,7,7,2,7,6,5,8,5,4,3,0,0,2,1,1,2,1,0,5,,
S01013229,IZ17 - 02,West Dunbartonshire,717,,10,8,9,7,10,1,10,5,13,4,6,4,9,9,10,2,8,9,10,6,10,11,16,9,13,8,9,12,13,9,10,18,3,9,10,10,8,5,8,6,2,9,9,3,12,12,13,9,15,10,12,14,10,6,7,8,8,19,6,15,20,3,10,13,7,15,4,5,9,5,10,4,6,9,2,10,5,3,6,5,3,1,3,3,1,1,2,0,1,1,4,,
S01013230,IZ17 - 03,West Dunbartonshire,661,,4,7,9,5,8,6,5,7,7,7,9,8,5,7,7,6,6,8,1,4,7,6,5,7,10,8,10,3,9,4,4,3,7,2,7,10,9,11,3,7,5,12,5,7,10,13,9,9,13,15,7,4,3,5,8,4,9,16,7,8,10,7,15,16,15,9,12,5,11,11,8,10,6,9,4,9,5,14,6,2,8,5,5,5,6,9,5,3,3,1,0,,
S01013231,IZ17 - 04,West Dunbartonshire,689,,5,8,10,10,7,12,3,9,7,7,9,7,2,5,6,4,1,6,11,7,8,7,7,10,11,13,14,4,13,6,12,3,10,7,7,10,7,7,7,6,7,9,3,6,7,8,11,4,5,6,11,12,12,10,16,15,17,6,13,15,11,16,13,8,11,7,12,6,9,4,8,9,5,2,6,9,5,5,2,8,0,3,5,4,7,2,6,0,3,0,5,,
S01013232,IZ17 - 05,West Dunbartonshire,669,,6,7,4,5,3,5,6,5,6,13,1,4,5,9,6,6,6,4,8,13,6,4,8,6,9,5,6,8,6,11,10,8,5,3,13,10,7,13,17,11,7,5,12,3,1,10,5,9,8,7,13,17,12,10,10,9,11,8,9,12,20,11,13,9,10,14,5,11,2,6,11,9,3,8,7,10,5,6,5,4,2,6,6,4,4,0,2,2,5,2,1,,
S01013233,IZ17 - 06,West Dunbartonshire,562,,2,3,5,2,4,7,4,5,5,2,4,11,7,5,9,2,4,1,4,10,3,4,6,3,6,6,5,3,4,6,9,9,3,4,8,4,9,6,0,4,4,6,2,6,4,8,8,8,9,5,9,5,12,10,12,6,9,13,14,13,16,12,10,7,3,9,12,6,16,8,5,7,3,2,4,14,4,4,2,4,4,5,11,5,5,7,3,2,2,1,8,,
S01013234,IZ17 - 07,West Dunbartonshire,399,,6,1,2,4,5,2,3,3,4,6,5,1,4,6,4,6,5,5,8,6,8,3,0,5,5,0,4,5,0,2,4,3,1,2,5,7,4,2,2,2,5,4,4,7,5,5,5,6,4,9,8,11,4,7,8,8,13,14,8,3,6,14,13,4,7,9,9,11,4,7,2,5,4,0,0,0,0,3,3,3,1,1,1,2,0,0,1,1,0,0,0,,
S01013235,IZ17 - 08,West Dunbartonshire,730,,3,7,8,7,1,2,10,4,5,6,8,2,3,9,5,1,3,2,6,7,4,6,3,5,13,14,8,5,12,10,12,9,6,4,8,13,8,4,16,2,6,4,7,7,10,12,10,14,16,16,17,27,11,6,3,19,12,10,5,8,14,10,13,12,16,14,11,11,18,6,12,7,8,7,11,5,13,2,10,6,8,2,2,6,3,4,5,4,4,0,5,,
S01013236,IZ17 - 09,West Dunbartonshire,831,,5,9,6,6,16,13,8,8,11,8,6,5,4,4,4,6,7,11,8,5,2,6,18,3,10,10,12,2,6,2,4,4,10,3,1,9,16,3,5,5,7,11,10,11,0,7,7,14,14,12,6,15,21,16,11,20,8,16,16,16,10,18,9,18,10,12,12,18,14,20,20,6,14,20,9,17,9,12,5,11,2,9,10,8,0,2,2,3,7,2,3,,
S01013237,IZ18 - 01,West Dunbartonshire,778,,5,13,8,7,15,11,13,11,4,8,8,9,12,14,8,9,8,10,2,6,9,12,13,10,13,11,17,8,7,12,9,5,6,9,4,6,12,3,11,18,8,4,22,11,14,22,10,13,28,6,17,13,17,8,11,14,15,8,8,9,9,9,9,9,7,12,6,9,9,7,6,3,3,2,3,1,3,5,2,5,6,6,1,0,2,1,2,2,0,2,3,,
S01013238,IZ18 - 02,West Dunbartonshire,870,,13,11,8,9,7,8,8,10,17,6,12,16,15,12,8,9,9,17,13,11,14,12,9,5,17,4,6,7,9,22,20,8,9,8,12,16,14,11,13,6,15,4,10,11,12,12,4,15,11,10,18,14,21,15,15,12,12,7,9,14,10,16,11,16,9,7,12,5,13,10,2,11,6,5,2,7,3,2,7,6,3,0,2,3,6,1,2,3,4,1,3,,
S01013239,IZ18 - 03,West Dunbartonshire,859,,13,11,11,16,12,11,7,13,17,15,13,10,10,14,10,17,8,5,6,7,15,7,4,10,13,17,10,11,5,12,20,11,12,5,12,14,12,13,6,12,13,5,4,11,8,8,9,16,16,16,16,13,24,14,13,10,14,13,14,14,15,12,11,7,5,8,5,4,9,9,7,7,5,5,6,5,6,11,5,5,4,3,1,1,2,2,0,0,1,0,0,,
S01013240,IZ18 - 04,West Dunbartonshire,575,,6,4,7,12,11,7,11,9,6,12,7,6,11,8,7,4,11,6,11,10,14,5,3,10,9,16,4,10,1,5,7,4,2,7,13,11,8,6,3,7,7,6,11,5,3,9,12,6,7,11,11,10,15,6,3,10,5,7,3,5,6,4,5,7,3,8,5,4,10,6,4,4,6,5,7,5,2,1,1,2,0,3,3,1,2,1,0,0,1,1,5,,
S01013241,IZ18 - 05,West Dunbartonshire,780,,3,5,6,7,3,7,11,9,8,5,6,5,3,9,7,5,3,9,4,4,7,9,10,4,5,5,6,11,5,3,9,10,4,5,4,6,6,1,4,6,4,4,8,1,6,16,6,8,13,12,17,15,17,18,18,9,19,21,13,11,21,20,16,12,9,13,13,14,12,19,22,12,13,15,12,6,5,6,9,9,6,6,4,0,4,4,8,7,1,1,6,,
S01013242,IZ18 - 06,West Dunbartonshire,609,,2,5,2,7,2,9,10,8,7,5,5,5,5,5,8,8,9,5,3,8,2,5,8,4,0,10,6,2,6,6,7,4,9,11,0,5,9,11,9,8,6,6,5,1,10,7,8,8,7,13,14,12,4,11,18,5,12,16,10,14,7,8,3,9,7,9,13,3,10,11,15,8,4,10,6,6,5,3,6,6,4,4,3,6,2,3,3,0,3,2,3,,
S01013243,Fauldhouse - 01,West Lothian,718,,7,9,7,12,9,8,8,8,8,13,6,5,10,7,0,4,8,12,4,9,10,4,12,9,9,6,10,10,5,8,2,6,11,5,9,20,15,11,8,10,17,13,8,9,5,9,8,7,8,20,11,6,14,16,12,9,4,11,8,18,3,9,8,8,9,7,9,10,12,12,8,9,5,8,6,13,6,2,4,4,2,4,1,4,3,3,0,1,0,0,1,,
S01013244,Fauldhouse - 02,West Lothian,749,,11,9,11,6,9,2,9,3,13,15,8,11,11,0,17,3,12,5,10,7,7,9,10,7,10,7,4,7,6,7,2,11,7,3,5,3,7,7,7,11,11,6,5,10,10,7,7,9,13,8,9,17,12,13,12,8,10,15,9,10,11,9,8,12,6,8,5,7,16,11,17,10,8,9,8,10,11,8,13,7,5,8,9,4,3,4,2,1,0,5,4,,
S01013245,Fauldhouse - 03,West Lothian,985,,8,15,10,8,7,9,14,11,12,16,12,7,16,7,12,14,7,17,15,15,13,13,12,10,8,13,13,12,9,8,13,8,12,5,7,12,11,14,13,10,7,19,10,15,14,11,22,11,20,16,19,21,19,23,24,20,18,14,9,12,20,9,9,9,9,4,6,12,15,10,9,10,12,7,2,11,10,8,7,2,7,8,3,0,4,3,2,0,0,0,5,,
S01013246,Fauldhouse - 04,West Lothian,515,,0,6,6,7,2,10,6,5,8,3,8,8,13,10,5,8,11,8,8,3,9,4,8,7,8,0,9,6,5,4,10,1,3,9,6,3,3,5,11,4,6,4,8,9,7,8,6,11,12,17,5,6,4,9,5,11,13,7,12,4,6,10,2,6,6,5,4,3,6,6,7,5,4,1,4,3,3,2,7,1,2,0,2,2,1,0,0,2,0,0,1,,
S01013247,Fauldhouse - 05,West Lothian,801,,9,10,7,5,11,13,8,8,6,6,14,9,5,8,10,6,15,8,6,13,5,8,11,7,11,13,14,9,14,18,12,10,13,9,15,12,8,5,7,4,8,12,10,9,12,7,5,13,8,10,14,13,13,18,18,13,6,15,15,5,9,12,10,5,1,7,6,9,7,8,7,2,4,12,5,10,2,7,6,8,6,2,5,6,6,7,2,1,1,6,16,,
S01013248,Fauldhouse - 06,West Lothian,592,,7,8,6,8,11,2,9,6,4,3,5,5,7,9,8,9,2,6,9,5,11,7,4,9,10,13,12,11,5,7,7,5,6,13,5,6,10,8,16,2,5,10,4,8,4,2,7,11,8,10,14,11,12,12,8,4,9,3,11,4,6,6,5,11,10,5,6,4,5,3,8,7,4,3,2,7,6,3,9,3,6,4,1,3,1,3,1,0,0,2,5,,
S01013249,Fauldhouse - 07,West Lothian,444,,2,0,1,10,5,3,7,9,4,7,5,3,7,7,3,7,2,6,2,8,3,10,6,5,4,4,2,1,5,5,7,0,5,1,3,5,7,9,3,3,7,6,6,12,8,7,6,15,11,7,7,10,7,9,7,4,10,5,10,8,6,2,5,4,8,5,8,5,2,1,4,5,3,2,1,5,2,2,3,0,1,4,0,3,3,2,4,1,2,1,2,,
S01013250,Breich Valley - 01,West Lothian,884,,7,7,9,5,5,8,10,1,6,6,9,16,9,11,13,11,11,4,10,12,12,18,5,17,16,4,9,12,11,7,17,15,9,6,14,9,15,4,6,10,13,7,11,4,14,9,16,16,9,15,17,17,17,14,22,15,12,13,19,15,13,16,9,9,13,8,10,12,22,8,15,13,10,9,6,6,6,3,5,3,5,4,5,1,2,1,0,1,0,1,7,,
S01013251,Breich Valley - 02,West Lothian,738,,14,9,13,13,12,8,24,13,14,13,13,18,11,17,17,10,13,12,8,5,10,6,3,7,5,11,11,12,5,9,10,15,10,8,14,7,17,13,8,10,17,8,10,9,9,13,14,13,11,5,7,13,8,4,6,1,7,2,14,5,2,2,6,6,5,9,5,8,10,9,3,5,3,6,4,6,2,4,2,1,1,2,4,4,0,1,1,1,1,0,1,,
S01013252,Breich Valley - 03,West Lothian,622,,4,2,2,7,2,12,6,12,2,5,12,14,9,8,10,6,15,5,10,6,3,8,5,8,7,5,5,9,2,10,7,7,9,3,5,5,20,4,9,8,7,9,5,5,14,7,11,7,10,7,12,5,6,8,13,11,10,6,9,7,10,16,12,10,3,8,3,11,6,12,9,9,6,5,5,0,6,7,3,4,5,3,3,2,2,2,1,0,2,0,0,,
S01013253,Breich Valley - 04,West Lothian,724,,7,7,10,11,7,10,6,7,11,5,13,6,6,7,8,10,7,6,3,5,9,6,9,8,8,4,7,9,8,8,12,11,8,4,17,12,15,2,4,8,16,7,10,7,3,16,11,13,9,10,14,14,7,6,16,11,16,8,12,7,9,6,11,11,11,12,16,3,9,6,14,4,8,3,7,4,6,8,3,8,6,4,3,2,2,4,0,3,2,2,3,,
S01013254,Breich Valley - 05,West Lothian,636,,5,6,6,6,8,12,3,12,13,5,6,11,9,10,3,7,7,5,2,6,8,7,12,5,9,8,11,4,7,16,14,12,12,8,10,9,8,7,10,6,13,8,4,6,6,5,20,6,8,6,9,9,7,6,10,7,9,7,7,8,13,12,6,5,4,10,6,4,4,10,9,4,3,4,4,8,9,7,4,5,2,3,3,2,1,2,0,1,1,0,4,,
S01013255,Breich Valley - 06,West Lothian,"1,253",,7,4,6,4,10,10,8,3,12,7,10,11,5,16,1,7,13,10,9,11,8,22,26,34,31,30,37,24,24,31,35,42,28,6,30,12,9,31,12,28,32,14,17,27,14,16,16,15,12,4,31,20,16,17,15,25,16,8,20,17,2,19,13,9,17,12,21,9,11,13,19,9,11,12,4,4,10,1,7,12,3,5,3,3,2,1,0,1,1,0,3,,
S01013256,West Calder and Polbeth - 01,West Lothian,843,,10,8,4,13,6,4,14,12,12,13,6,15,8,10,4,11,16,9,15,8,11,10,7,13,16,3,13,8,10,8,8,9,9,8,11,10,6,9,16,9,10,11,9,12,19,10,8,16,25,20,12,10,7,11,10,5,9,9,7,10,6,13,9,10,6,16,9,9,10,7,6,6,13,10,7,10,8,2,8,4,4,9,6,4,6,2,6,2,2,2,9,,
S01013257,West Calder and Polbeth - 02,West Lothian,744,,7,4,7,4,6,6,3,5,6,4,8,4,5,8,6,3,1,6,3,10,6,6,9,12,16,11,14,6,15,3,7,9,11,3,11,14,2,7,10,12,9,4,8,9,8,8,6,8,14,20,12,12,8,12,13,11,7,14,17,18,13,8,9,15,6,11,7,4,10,11,4,13,2,7,6,10,9,8,8,9,6,9,10,6,9,7,2,3,2,1,11,,
S01013258,West Calder and Polbeth - 03,West Lothian,743,,5,8,3,11,8,8,9,8,13,10,9,9,11,5,8,8,7,10,6,2,6,12,1,8,3,4,12,8,6,13,5,13,9,5,13,7,7,8,7,8,6,11,6,11,11,7,14,4,6,10,7,4,11,9,5,16,9,12,12,13,15,8,11,18,7,8,23,21,9,20,9,11,6,7,5,7,3,11,5,3,3,5,4,6,6,2,5,2,2,2,2,,
S01013259,West Calder and Polbeth - 04,West Lothian,822,,14,11,16,10,11,10,7,5,7,6,12,9,16,9,8,10,11,10,12,8,9,13,15,7,17,9,16,15,8,7,11,11,12,10,16,11,6,4,3,6,10,8,11,10,14,12,14,14,8,21,7,18,14,7,12,6,7,2,12,7,6,12,7,15,8,10,16,12,6,11,3,6,6,13,10,9,11,1,4,5,3,6,3,3,5,2,1,2,1,0,3,,
S01013260,West Calder and Polbeth - 05,West Lothian,866,,6,5,20,18,8,11,6,14,13,18,4,18,16,13,12,7,16,11,15,9,2,11,17,8,4,10,11,10,11,11,11,13,2,9,18,17,13,9,10,5,10,9,12,10,13,16,21,17,14,14,8,11,8,17,17,18,6,10,14,10,14,9,8,9,14,13,8,8,11,1,9,4,7,8,5,7,4,3,2,3,2,0,0,0,2,3,4,4,1,1,5,,
S01013261,West Calder and Polbeth - 06,West Lothian,820,,20,5,14,6,12,6,7,9,18,8,20,16,9,12,10,12,10,13,10,8,13,13,9,11,13,15,9,11,13,18,6,12,11,8,9,6,15,6,3,3,6,11,22,9,21,11,4,15,13,16,19,14,12,13,12,7,11,8,10,11,8,10,11,13,7,7,7,5,6,6,2,7,1,2,6,4,5,7,4,3,1,2,5,3,2,3,4,0,1,1,3,,
S01013262,West Calder and Polbeth - 07,West Lothian,615,,3,2,4,8,10,12,3,10,5,7,4,11,7,4,13,5,9,5,9,10,7,5,7,0,5,4,10,14,7,6,7,7,9,8,5,9,4,7,7,9,2,4,8,11,6,14,9,6,11,13,10,9,13,7,11,12,10,9,3,5,7,6,3,9,6,12,9,13,7,10,10,6,7,6,1,7,9,4,4,2,2,6,5,3,2,3,0,1,1,1,2,,
S01013263,"Bellsquarry, Adambrae and Kirkton - 01",West Lothian,559,,1,3,5,4,4,3,2,4,6,8,7,6,7,10,10,14,16,10,13,10,6,6,7,4,4,4,3,6,0,4,3,5,3,1,4,4,0,5,3,8,1,4,8,5,11,10,13,8,16,13,20,11,13,12,7,7,11,10,13,17,10,7,6,9,10,6,4,4,6,6,5,6,4,0,4,7,2,4,3,4,1,3,4,1,2,3,1,0,1,0,3,,
S01013264,"Bellsquarry, Adambrae and Kirkton - 02",West Lothian,521,,4,6,4,5,6,4,7,8,8,11,9,8,14,5,13,12,9,9,6,6,9,3,4,8,7,4,10,3,4,1,4,4,5,9,5,7,12,6,6,5,9,3,8,10,5,7,8,6,17,18,12,7,8,6,12,11,12,8,2,10,3,6,4,5,4,1,5,8,8,6,2,2,3,0,4,3,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,,
S01013265,"Bellsquarry, Adambrae and Kirkton - 03",West Lothian,668,,2,5,6,10,8,4,8,2,7,8,5,5,14,12,15,23,18,16,14,10,6,17,5,14,15,5,4,9,3,4,7,6,2,5,3,2,3,4,9,5,4,9,15,5,12,16,16,14,23,22,10,21,14,9,27,17,15,16,8,8,7,4,2,4,9,5,4,2,2,4,0,1,2,1,2,3,2,0,6,0,3,1,0,1,0,0,1,0,0,0,1,,
S01013266,"Bellsquarry, Adambrae and Kirkton - 04",West Lothian,557,,3,3,8,2,5,4,7,8,10,4,8,14,11,15,10,11,8,10,13,0,7,5,6,9,10,7,3,2,4,3,2,5,5,8,8,6,3,4,3,4,11,14,5,14,14,12,15,9,16,18,17,14,4,14,6,5,11,9,8,4,6,5,6,7,1,2,4,4,1,3,3,6,6,5,2,2,0,3,2,1,2,2,3,0,1,0,1,0,0,1,0,,
